time(ms);dim;error
750.000000;793;0.000000
765.625000;794;0.000000
765.625000;795;0.000000
765.625000;796;0.000000
781.250000;797;0.000000
781.250000;798;0.000000
781.250000;799;0.000000
765.625000;800;0.000000
781.250000;801;0.000000
781.250000;802;0.000000
796.875000;803;0.000000
796.875000;804;0.000000
796.875000;805;0.000000
1234.375000;806;0.000000
812.500000;807;0.000000
1265.625000;808;0.000000
796.875000;809;0.000000
796.875000;810;0.000000
796.875000;811;0.000000
812.500000;812;0.000000
812.500000;813;0.000000
812.500000;814;0.000000
812.500000;815;0.000000
812.500000;816;0.000000
1203.125000;817;0.000000
1125.000000;818;0.000000
812.500000;819;0.000000
953.125000;820;0.000000
828.125000;821;0.000000
828.125000;822;0.000000
1125.000000;823;0.000000
828.125000;824;0.000000
843.750000;825;0.000000
843.750000;826;0.000000
859.375000;827;0.000000
843.750000;828;0.000000
843.750000;829;0.000000
843.750000;830;0.000000
875.000000;831;0.000000
875.000000;832;0.000000
875.000000;833;0.000000
859.375000;834;0.000000
937.500000;835;0.000000
859.375000;836;0.000000
875.000000;837;0.000000
906.250000;838;0.000000
875.000000;839;0.000000
890.625000;840;0.000000
890.625000;841;0.000000
906.250000;842;0.000000
890.625000;843;0.000000
921.875000;844;0.000000
906.250000;845;0.000000
906.250000;846;0.000000
906.250000;847;0.000000
906.250000;848;0.000000
1328.125000;849;0.000000
1468.750000;850;0.000000
906.250000;851;0.000000
921.875000;852;0.000000
953.125000;853;0.000000
1125.000000;854;0.000000
1437.500000;855;0.000000
953.125000;856;0.000000
953.125000;857;0.000000
953.125000;858;0.000000
968.750000;859;0.000000
968.750000;860;0.000000
921.875000;861;0.000000
1531.250000;862;0.000000
953.125000;863;0.000000
937.500000;864;0.000000
1015.625000;865;0.000000
984.375000;866;0.000000
968.750000;867;0.000000
968.750000;868;0.000000
1000.000000;869;0.000000
984.375000;870;0.000000
1000.000000;871;0.000000
1000.000000;872;0.000000
1000.000000;873;0.000000
1015.625000;874;0.000000
1015.625000;875;0.000000
1015.625000;876;0.000000
1015.625000;877;0.000000
1109.375000;878;0.000000
1031.250000;879;0.000000
1140.625000;880;0.000000
1031.250000;881;0.000000
1046.875000;882;0.000000
1031.250000;883;0.000000
1093.750000;884;0.000000
1125.000000;885;0.000000
1640.625000;886;0.000000
1046.875000;887;0.000000
1046.875000;888;0.000000
1062.500000;889;0.000000
1062.500000;890;0.000000
1171.875000;891;0.000000
1078.125000;892;0.000000
1078.125000;893;0.000000
1078.125000;894;0.000000
1062.500000;895;0.000000
1078.125000;896;0.000000
1062.500000;897;0.000000
1093.750000;898;0.000000
1093.750000;899;0.000000
1093.750000;900;0.000000
1187.500000;901;0.000000
1093.750000;902;0.000000
1109.375000;903;0.000000
1109.375000;904;0.000000
1125.000000;905;0.000000
1140.625000;906;0.000000
1109.375000;907;0.000000
1109.375000;908;0.000000
1109.375000;909;0.000000
1156.250000;910;0.000000
1156.250000;911;0.000000
1156.250000;912;0.000000
1265.625000;913;0.000000
1281.250000;914;0.000000
1156.250000;915;0.000000
1140.625000;916;0.000000
1171.875000;917;0.000000
1250.000000;918;0.000000
1281.250000;919;0.000000
1171.875000;920;0.000000
1328.125000;921;0.000000
1171.875000;922;0.000000
1171.875000;923;0.000000
1187.500000;924;0.000000
1187.500000;925;0.000000
1203.125000;926;0.000000
1187.500000;927;0.000000
1187.500000;928;0.000000
1171.875000;929;0.000000
1203.125000;930;0.000000
1218.750000;931;0.000000
1203.125000;932;0.000000
1515.625000;933;0.000000
1250.000000;934;0.000000
1218.750000;935;0.000000
1281.250000;936;0.000000
1218.750000;937;0.000000
1218.750000;938;0.000000
1203.125000;939;0.000000
1234.375000;940;0.000000
1234.375000;941;0.000000
1281.250000;942;0.000000
1625.000000;943;0.000000
1250.000000;944;0.000000
1437.500000;945;0.000000
1328.125000;946;0.000000
1343.750000;947;0.000000
1359.375000;948;0.000000
1296.875000;949;0.000000
1250.000000;950;0.000000
1281.250000;951;0.000000
1281.250000;952;0.000000
1375.000000;953;0.000000
1421.875000;954;0.000000
1281.250000;955;0.000000
1390.625000;956;0.000000
1734.375000;957;0.000000
1500.000000;958;0.000000
1296.875000;959;0.000000
1312.500000;960;0.000000
1328.125000;961;0.000000
1312.500000;962;0.000000
1312.500000;963;0.000000
1281.250000;964;0.000000
1312.500000;965;0.000000
1343.750000;966;0.000000
2093.750000;967;0.000000
1656.250000;968;0.000000
1359.375000;969;0.000000
1343.750000;970;0.000000
1390.625000;971;0.000000
1375.000000;972;0.000000
1375.000000;973;0.000000
1375.000000;974;0.000000
1375.000000;975;0.000000
1390.625000;976;0.000000
1359.375000;977;0.000000
1421.875000;978;0.000000
1406.250000;979;0.000000
1375.000000;980;0.000000
1390.625000;981;0.000000
1375.000000;982;0.000000
1500.000000;983;0.000000
1500.000000;984;0.000000
1375.000000;985;0.000000
1484.375000;986;0.000000
1484.375000;987;0.000000
1484.375000;988;0.000000
1468.750000;989;0.000000
1421.875000;990;0.000000
1437.500000;991;0.000000
1437.500000;992;0.000000
1437.500000;993;0.000000
1437.500000;994;0.000000
1500.000000;995;0.000000
1515.625000;996;0.000000
1640.625000;997;0.000000
1500.000000;998;0.000000
1625.000000;999;0.000000
